including,3635934
story,3606441
far,3600443
ever,3592999
point,3584336
big,3554575
love,3551322
keep,3491799
four,3449295
took,3431418
until,3428959
least,3426215
site,3418669
enough,3402068
men,3386520
top,3362698
yet,3355690
case,3355426
pm,3352769
read,3333348
family,3310270
hours,3294565
didn't,3256252
already,3245740
done,3231544
number,3221405
support,3192757
book,3159414
less,3146221
sure,3144115
blog,3129842
name,3117822
system,3116848
making,3114879
power,3113648
team,3105063
upon,3103750
course,3101153
looking,3092516
months,3090437
head,3088758
believe,3082232
real,3053398
market,3048656
school,3026778
five,3020781
change,3017824
once,3016776
small,3012733
based,3011154
past,2979930
times,2979901
care,2961217
full,2960154
seen,2953510
different,2949935
fact,2941232
having,2922071
run,2903064
children,2894156
tell,2884475
play,2877145
open,2873530
call,2855948
hand,2850392
service,2849398
half,2842371
asked,2831457
nothing,2824748
house,2824623
face,2796350
health,2793381
doing,2780459
that's,2752706
able,2747924
hard,2743998
himself,2743986
can't,2725943
minutes,2716992
others,2716043
month,2711095
report,2708070
political,2699301
anything,2698642
kind,2693812
let,2685787
city,2671695
getting,2669905
war,2666012
law,2659474
police,2657186
start,2649221
side,2642152
line,2640654
question,2624838
young,2607870
season,2606716
live,2576275
feel,2572783
group,2563265
s,2556614
several,2534395
water,2533461
order,2525490
working,2523942
write,2518688
women,2516253
using,2511514
become,2510098
early,2501391
job,2499585
almost,2492012
i,2487278
saw,2479624
important,2474327
later,2472480
whether,2468774
among,2466457
actually,2466136
local,2459349
trying,2454993
taken,2446721
document,2437164
morning,2433875
whole,2428558
coming,2419758
doesn't,2419367
pay,2417818
video,2410813
president,2406185
together,2401529
bit,2384212
given,2381237
per,2380772
along,2365696
person,2360272
former,2354006
third,2339848
party,2337717
across,2322346
within,2321241
often,2320241
data,2320236
rights,2313406
bad,2312819
deal,2310852
makes,2310056
future,2308509
saying,2303978
available,2302111
mean,2301784
plan,2300486
words,2300063
large,2293096
according,2278409
members,2265589
true,2262146
room,2260901
try,2254024
six,2244872
mind,2244371
area,2238202
behind,2226756
online,2225020
content,2223378
problem,2220840
media,2220736
weeks,2211414
billion,2207416
hope,2203649
lost,2193854
known,2189355
death,2189195
close,2184253
woman,2181996
rather,2178664
possible,2174799
issue,2172109
points,2168094
posted,2150382
office,2148306
companies,2147689
heard,2144257
taking,2141172
community,2140105
you're,2129242
probably,2120129
following,2115863
win,2112244
means,2110032
economic,2108708
program,2105885
financial,2104792
comes,2103213
friends,2103207
quite,2097285
else,2091936
started,2091437
idea,2090909
eyes,2087986
page,2084972
talk,2084941
someone,2083637
return,2083566
held,2081348
matter,2079377
short,2078311
soon,2067820
history,2067607
near,2063744
wanted,2057707
food,2045325
either,2039321
quarter,2034209
move,2034120
e,2026796
seems,2022369
tax,2012848
current,2012233
security,2008230
looked,2005109
turned,2002779
knew,1988725
pretty,1985515
hit,1973276
share,1970883
gave,1966638
economy,1963846
services,1958688
reason,1956042
leave,1950377
added,1946515
recent,1926015
major,1924521
expected,1916037
likely,1914835
email,1912968
article,1912210
de,1907194
heart,1905828
lead,1902770
wrote,1900855
body,1900313
late,1899153
experience,1891881
car,1886835
officials,1884775
military,1883882
interest,1882926
cost,1880897
cannot,1879235
everything,1878916
above,1870568
below,1867485
process,1866373
sent,1861846
began,1856925
human,1850739
list,1839632
control,1839617
moment,1834253
themselves,1833558
level,1828388
form,1827933
low,1825464
music,1825223
general,1823039
issues,1820309
word,1815819
cut,1815297
industry,1811318
campaign,1811292
games,1811003
however,1808707
bring,1807698
light,1807050
policy,1806844
needs,1806630
turn,1804492
white,1798462
he's,1796246
clear,1794729
national,1791791
action,1788248
strong,1785743
forward,1784364
personal,1782150
view,1779105
front,1778343
continue,1762411
link,1762261
stop,1758521
rest,1750103
black,1742238
anyone,1739754
latest,1739108
rate,1738154
fire,1731398
address,1727903
shall,1726732
price,1725451
students,1720309
provide,1717634
hands,1715610
vote,1715247
series,1713836
understand,1708972
mother,1707093
court,1705089
sense,1704630
friend,1704611
books,1688936
sales,1685709
brought,1683410
meeting,1673250
whose,1672691
hear,1671572
social,1668665
buy,1666453
oil,1665446
ask,1663709
running,1658307
isn't,1656685
include,1653491
we're,1651167
var,1645097
announced,1643607
felt,1641301
reported,1639935
single,1639667
further,1639219
global,1631667
air,1630095
child,1628185
wrong,1621386
living,1620623
results,1615396
election,1614171
father,1614166
result,1613166
technology,1611469
due,1610161
plans,1607647
record,1607176
please,1603608
outside,1600949
there's,1600842
especially,1597625
check,1583129
wife,1581420
building,1579730
everyone,1579225
special,1575463
decision,1569991
value,1565788
term,1563920
certain,1562273
received,1561621
won't,1560676
nearly,1556532
search,1555597
position,1554726
main,1551890
problems,1549683
myself,1548417
easy,1547027
final,1546179
energy,1542391
federal,1540458
example,1540231
killed,1538508
development,1537733
private,1536239
seemed,1536087
increase,1535944
led,1535684
mail,1535227
questions,1534678
voice,1531390
itself,1526236
required,1522407
door,1520623
event,1517088
hour,1516226
film,1515110
visit,1512771
movie,1510881
access,1508963
reports,1506741
offer,1502896
needed,1502030
hold,1496890
shows,1494592
talking,1491279
written,1489255
account,1489145
couple,1488401
growth,1486925
gone,1485659
dead,1475254
chance,1474175
round,1472198
research,1470428
countries,1467176
bill,1466851
phone,1466421
longer,1465301
age,1463971
goes,1461822
class,1459770
jobs,1458690
non,1457814
shot,1457531
takes,1457060
meet,1454947
project,1454443
town,1453357
follow,1452257
reading,1449761
interesting,1444826
recently,1444185
release,1442988
higher,1442822
website,1442175
simply,1436932
statement,1436256
poor,1431517
international,1428395
present,1426973
seem,1424067
type,1421736
ground,1420841
study,1418987
they're,1417562
happened,1417101
tried,1416526
ready,1415378
earlier,1414250
risk,1409621
became,1407319
period,1405145
cause,1405135
board,1404696
products,1404435
subject,1402977
create,1402201
won,1399608
looks,1396416
gets,1394841
wants,1388989
provided,1386074
complete,1380077
lives,1377950
fall,1376708
watch,1375936
stay,1374909
kids,1370391
writing,1369828
chief,1365819
land,1365517
key,1363160
credit,1362051
remember,1361543
terms,1360431
answer,1360136
self,1359583
prices,1355960
girl,1354743
wasn't,1347973
published,1347908
field,1345818
instead,1345095
agree,1344713
son,1339364
perhaps,1339194
loss,1337140
common,1334427
died,1332572
force,1332513
thinking,1326520
attack,1325222
member,1325130
works,1322599
sort,1317882
race,1316414
views,1315394
happy,1314776
space,1314160
road,1311324
style,1309490
leaders,1309395
stories,1309207
seven,1308734
worked,1303380
official,1292057
released,1291787
politics,1289474
alone,1288010
role,1287127
events,1282506
passed,1282291
players,1278971
leading,1277314
performance,1276409
director,1271674
ahead,1270879
total,1269561
situation,1263622
whom,1262889
fell,1260237
users,1260219
image,1260132
playing,1257363
function,1254047
fight,1254004
art,1253452
version,1253391
feet,1251296
via,1251056
sign,1248493
ways,1248264
attention,1246763
stand,1234025
certainly,1232912
played,1232319
related,1229233
send,1228679
eight,1227349
education,1224940
press,1224616
paid,1224075
kept,1223017
break,1220817
stuff,1219517
foreign,1215681
inside,1215061
posts,1212652
features,1211835
giving,1211682
maybe,1208933
quality,1206767
decided,1206360
difficult,1205904
spent,1205429
costs,1205414
leader,1204256
worth,1200951
allow,1200447
add,1198842
save,1196879
states,1195174
expect,1194320
staff,1192582
evidence,1191287
pass,1191114
learn,1190866
response,1190437
nor,1190410
text,1190324
review,1185895
involved,1185313
fun,1185025
net,1183887
parents,1181359
workers,1180497
met,1179934
simple,1179897
opportunity,1178096
crisis,1178087
toward,1177275
t,1175828
spending,1173002
drive,1171762
speak,1169098
legal,1168512
none,1166458
web,1165822
author,1164845
guy,1163072
trade,1162611
fine,1161167
average,1158349
message,1156981
nice,1156513
lower,1155382
red,1155289
happen,1155206
largest,1151860
step,1149869
window,1148887
budget,1147155
design,1145707
iPhone,1145081
capital,1144212
similar,1143208
numbers,1142568
paper,1140395
quickly,1139555
letter,1138902
property,1138643
serious,1135000
groups,1134176
finally,1133154
file,1132933
changes,1131317
allowed,1131229
bank,1129450
original,1122320
administration,1120585
debt,1119315
huge,1118198
effort,1117089
product,1115214
entry,1112295
although,1111014
customers,1110868
management,1110099
summer,1108323
act,1107702
stock,1104760
science,1104081
nation,1103101
created,1102105
entire,1101881
currently,1100814
sometimes,1100656
effect,1100635
language,1096759
sound,1096689
note,1095985
goal,1094003
boy,1092200
daily,1092141
continued,1092031
areas,1091924
title,1090937
wait,1090005
growing,1086598
truth,1084294
beyond,1081609
build,1081516
career,1080999
amount,1078627
moved,1078084
conference,1077567
interview,1077300
software,1074517
medical,1074448
links,1072824
cases,1071847
potential,1070372
reached,1069394
closed,1068908
necessary,1064259
source,1062974
wish,1062077
success,1060936
various,1060403
followed,1059893
green,1059090
location,1057407
re,1055273
center,1049950
date,1049297
popular,1047929
schools,1047923
yesterday,1046805
receive,1046304
cover,1045956
markets,1044472
rules,1043218
contact,1039932
choice,1037382
fear,1037202
efforts,1037064
store,1035540
calls,1035424
includes,1033792
previous,1032609
ones,1032059
fourth,1031839
middle,1031817
deep,1030582
exactly,1029959
investment,1029839
natural,1027722
nature,1026551
network,1022562
table,1022258
weekend,1020960
knows,1018402
sites,1017798
production,1016300
opinion,1014457
wouldn't,1013411
beginning,1010489
sell,1010266
details,1010253
dollars,1008424
yourself,1008407
built,1005431
demand,1004936
cash,1004816
income,1004584
showed,1003619
hot,1003157
biggest,1002941
focus,998722
begin,998311
remain,996841
standard,996193
moving,995545
material,993039
speech,991224
thousands,989327
fast,988893
particular,988888
character,988227
peace,986610
test,985171
banks,984488
gas,984216
charge,984133
piece,983650
doubt,983592
feeling,983482
size,980397
changed,978128
computer,976612
sex,976534
immediately,973617
straight,973509
forces,973011
figure,972721
picture,972017
fair,971764
range,970827
org,969417
blood,969349
insurance,969200
seeing,968869
consider,968346
herself,967396
fans,966248
couldn't,965551
pages,965284
appear,964162
debate,964086
track,963859
attacks,963289
rose,960542
considered,960507
guys,959648
dark,959608
stood,956568
conditions,954701
towards,953812
gives,951060
player,947565
minute,946572
opened,944487
particularly,943712
reserved,942575
husband,941440
addition,940058
ability,939693
yes,938888
rates,938412
guess,938131
training,935771
co,935039
starting,934569
miles,934246
eye,933917
star,933676
increased,932010
senior,931707
appeared,931363
parts,931139
executive,930905
except,930693
individual,928521
raised,926849
helped,926367
reach,925753
anti,924946
returned,924373
ended,922410
offers,920333
safety,920220
daughter,920004
included,919501
usually,916727
families,914437
mobile,914379
coach,913978
opening,912484
rise,911775
spend,910098
beautiful,910000
safe,909374
programs,909183
troops,908448
employees,908424
whatever,908239
ideas,908141
impact,906980
advice,906788
places,905910
completely,905141
cold,904858
evening,903690
o,901227
favorite,900629
significant,900304
despite,900050
talks,899832
compared,899660
wide,894923
difference,894779
perfect,894557
photo,894360
named,894260
church,891601
claims,890533
college,890499
failed,888385
watching,887114
click,886388
levels,885292
nine,882574
knowledge,881553
waiting,880050
firm,879941
region,877733
throughout,877475
indeed,876592
stage,874324
agreement,871818
images,871739
sold,871543
independent,870978
television,870461
businesses,869723
street,869583
additional,867265
articles,865762
easily,864942
pressure,864776
claim,864229
remains,864182
charges,863772
travel,863661
signed,863267
directly,861481
annual,860944
scene,860443
ten,860389
base,859089
girls,859058
drug,858807
we've,856548
victory,856544
officer,856471
offered,855394
wonder,854885
approach,853182
walk,852982
funds,852247
society,849694
leaving,849328
pick,848851
model,848777
majority,848434
ran,847847
revenue,847110
learned,847028
responsible,846988
nuclear,846204
you'll,845315
winning,844284
violence,843416
caught,843357
thanks,841955
box,841264
beat,840786
lose,839876
born,839835
lines,839254
agreed,838726
weather,837998
systems,836487
interested,834611
sports,834081
spoke,830862
afternoon,830680
practice,829578
arms,829277
laws,829009
culture,828598
trial,828281
what's,827793
card,827263
thus,825647
brother,825279
officers,825232
respect,824323
defense,821595
therefore,820949
hair,820873
calling,819621
climate,818171
false,818040
floor,817914
benefits,816475
enter,816439
photos,816185
readers,815056
reply,814998
double,814945
bed,814454
projects,814343
greater,814342
forced,814228
attempt,813200
gold,811036
hundred,810564
civil,809065
battle,808688
student,806398
sale,805820
worse,805806
aren't,803767
match,803657
operations,802265
heavy,801991
join,801195
reasons,801095
ball,801043
haven't,801004
investors,800977
environment,800704
reality,799528
shares,797678
hospital,796952
crime,796750
manager,795480
stopped,795313
trouble,795124
song,793789
designed,793308
raise,791219
lack,790446
teams,790141
trip,789421
cool,786465
century,786324
drop,785020
profit,783801
parties,783523
clearly,782072
sat,781188
appears,780726
standing,780097
cuts,779079
served,779074
discussion,778862
baby,777622
otherwise,777455
caused,777239
hearing,775821
trading,775169
movement,775012
challenge,774836
ad,772989
finished,772982
names,772892
judge,772533
voters,771818
sea,771241
e-mail,768804
rich,768340
treatment,767341
meant,767207
homes,766948
lived,765523
benefit,765438
marriage,764825
purpose,764486
provides,764386
resources,763690
worst,762049
positive,759071
contract,759071
basis,758329
agency,757467
population,753458
candidate,753041
protect,752848
taxes,752652
die,752009
holding,751344
relationship,751339
fellow,750788
charged,750245
mine,750172
asking,749827
specific,748988
shown,748747
driving,748298
screen,748247
runs,748217
request,748114
clean,747828
commercial,747695
p,746549
speed,746439
serve,745558
religious,744790
avoid,744169
quick,744138
unless,743863
powerful,743777
arrested,742406
football,742323
eat,741293
organization,740749
successful,740179
investigation,738491
bottom,738154
thoughts,737005
blue,734850
rule,733387
supposed,732782
enjoy,731971
regular,731953
strategy,731938
mentioned,731856
profile,730363
dropped,729936
fighting,729448
aid,727623
continues,727172
kill,726347
putting,724494
limited,723375
coverage,722948
touch,722517
fully,722027
host,720970
tough,720556
telling,720101
fresh,719584
soldiers,719494
spot,719251
improve,718673
reform,717869
central,716134
spokesman,712814
earth,712453
concerned,710123
user,709702
loved,709289
dollar,708593
copy,707524
direct,707239
skip,707138
faith,706312
wind,705686
fund,704351
condition,703971
elections,703885
highly,702798
operating,702783
carry,702060
foot,701395
cancer,700902
feature,700454
boys,699859
dog,699815
grow,699072
described,698317
lay,697173
movies,696211
degree,695799
secret,695510
speaking,695335
selling,694728
advantage,694674
placed,694286
concerns,693732
entered,693263
carried,692969
scored,692582
professional,692549
cars,692262
bought,691998
sitting,691799
feed,691565
weight,691508
missing,691338
showing,691024
happens,690906
walked,689637
choose,689103
critical,689011
you've,688517
extra,688052
till,687694
application,687453
arrived,687388
code,686099
radio,686024
solution,684132
prevent,683412
willing,683005
modern,681984
hate,681940
actions,681857
status,681846
section,681530
citizens,681527
highest,681419
responsibility,681281
offering,681078
pictures,681055
display,680417
proposed,679611
prison,679604
manner,678580
notes,678543
covered,678005
gay,676886
believed,676491
analysis,676284
ship,675967
owner,674771
expressed,674446
broken,673868
writer,673615
sit,673159
effective,671872
authorities,671810
keeping,671725
residents,670981
millions,670784
steps,670618
planning,670160
pain,670108
items,669641
club,669335
trust,669288
fit,668332
accept,667035
progress,666843
generally,666530
marketing,664590
folks,664169
direction,664031
seat,663828
district,663211
funding,663201
freedom,661806
apparently,661592
station,661160
purchase,660700
crowd,660568
corporate,660076
sector,660058
plus,659971
welcome,659203
minister,658861
dinner,658675
block,658425
wall,658366
traffic,658247
filed,656218
we'll,655231
hundreds,654195
actual,654161
overall,653916
cent,653806
spring,653095
patients,653094
launch,652448
sleep,652281
normal,651985
candidates,651820
notice,650897
finding,650498
accused,649757
reduce,649095
conversation,648773
department,648267
option,647428
damage,646807
filled,646653
digital,646409
policies,645991
multiple,645591
characters,645282
north,645244
construction,643610
providing,642825
intended,642133
mostly,641783
army,641763
south,641611
suggested,641394
religion,641109
n,641053
legislation,640327
leadership,640261
vehicle,640257
answered,639884
competition,639540
relevant,639470
truly,639331
presidential,638919
al,638640
supply,637838
letters,637775
listen,637608
audience,636443
developed,636301
married,635877
tonight,635708
options,635104
strength,634794
newspaper,634313
committee,633609
update,633380
slow,633051
hurt,632876
presence,632674
interests,631775
activity,631465
color,631242
murder,630923
ensure,630609
mention,630604
surprise,630584
paying,630196
justice,630047
sources,628491
exchange,628066
wonderful,627365
pulled,626771
internet,626756
threat,626373
older,626299
larger,626241
statements,625822
border,625665
broke,625617
owned,625523
confidence,624097
memory,623985
approved,623747
hopes,622870
aware,622291
opposition,622140
prepared,621553
votes,620412
target,619995
owners,619878
mark,619712
influence,619235
absolutely,619202
concern,618951
forget,618776
cell,618050
allows,617944
discuss,617367
illegal,617332
helping,616688
sorry,616231
primary,615701
cast,615377
thank,615008
struck,614985
fan,614156
grew,613751
neither,613700
c,613384
she's,612788
applications,611718
sun,611668
require,611454
produced,610553
activities,610414
conservative,610201
argument,609482
cross,609118
spirit,609105
seeking,608819
tells,608477
excellent,608351
measure,608208
spread,608107
sidebar,607485
disease,606483
editor,606177
joined,606106
recovery,605719
blogs,605359
suddenly,604612
signs,604402
shop,604359
m,603817
killing,603789
dear,603706
twice,603500
partner,603176
noted,603015
estate,602740
plant,602557
thousand,602513
authority,602436
figures,602418
talked,602088
shooting,601900
forum,601672
explain,601568
rock,601501
fuel,600805
fill,598738
seek,598694
issued,597805
band,597236
sounds,596983
stars,595694
cities,595178
discovered,594777
soul,594481
traditional,594197
collection,594156
sister,594007
produce,593998
gun,593887
consumer,593774
weapons,593587
arm,593527
elected,592107
faces,591235
onto,591142
planned,590707
remained,590581
adding,590529
ice,590481
mission,589792
replied,589329
standards,588643
brain,588415
winter,587724
possibly,587636
physical,587615
missed,587029
funny,586918
fiction,586880
understanding,586130
yards,585964
generation,585395
camera,585230
domestic,584709
becoming,583893
bar,583517
watched,583258
launched,583244
snow,582868
trees,582841
goals,582279
dangerous,582059
buying,581880
print,581236
turning,581049
train,579599
managed,579563
learning,578947
b,578829
victims,578672
usual,578547
existing,578410
definitely,577917
strange,577694
effects,577148
sides,577048
removed,576593
losing,576482
mouth,576160
lady,575554
consumers,575019
intelligence,574453
doctor,574296
gain,574258
abuse,574115
surprised,574030
committed,573604
county,573438
brand,573337
meaning,573270
edition,572944
novel,572654
tree,572646
glad,572553
equipment,572490
balance,571893
picked,570985
active,570731
decades,570179
protection,570167
streets,570016
corner,569316
decide,568637
pro,567685
imagine,566129
housing,565656
camp,565372
unique,565263
duty,564847
easier,564835
push,564587
seconds,564527
lots,564129
operation,563461
holiday,563387
twenty,563359
uses,563003
index,562778
background,562405
magazine,562208
replace,562202
rising,561833
creating,561277
offensive,561154
measures,560378
device,560325
en,560084
setting,559963
pre,559600
records,559452
viewing,558946
topic,557824
voted,556820
facts,555359
individuals,555102
entirely,554157
thinks,553888
massive,553805
length,553575
develop,552457
sweet,552331
ordered,552074
flight,551857
criminal,551817
greatest,551070
opportunities,550945
becomes,550730
platform,550564
purposes,550333
reviews,550329
info,550230
previously,550185
wild,549915
catch,549776
earnings,549666
appearance,549641
emergency,548498
heat,547964
requires,547224
sight,546860
established,546771
extremely,546289
updates,546269
guilty,546196
completed,546043
decisions,545796
prove,545152
correct,545020
session,544677
leaves,544147
recession,543763
registered,543690
tools,542934
presented,542879
impossible,542863
seriously,542422
assets,542306
laid,542142
basic,542123
prior,542000
plays,541894
wine,541563
tomorrow,541502
obviously,541237
breaking,541008
slightly,540887
throw,540719
bringing,540547
storm,540521
helps,540025
amazing,539885
strike,539753
suggest,539749
determined,539511
eventually,539471
connection,539282
fashion,538699
desire,538473
drugs,538393
writes,537838
afraid,537701
matters,537444
ca,537402
council,536318
variety,535827
mass,535195
files,535068
female,534450
reader,534436
escape,534414
heads,534088
proud,534015
failure,533573
experts,533529
vice,533498
unit,533487
hell,533303
hotel,531968
count,531873
division,531628
famous,530817
hits,530803
shut,530696
path,530390
scheduled,529987
updated,529213
familiar,529018
forth,528879
separate,528737
advertising,528449
fish,528014
miss,527742
ratings,527684
score,526942
loan,526713
river,526436
draw,526231
stores,525748
posting,525540
machine,525364
houses,523982
confirmed,523652
enemy,523490
dream,523306
plenty,521539
chairman,521415
package,521002
edge,520947
tour,520922
sick,520057
writers,519841
advanced,519650
incident,519344
bear,518448
solutions,518232
decade,518060
rain,517015
believes,516952
regarding,516949
pull,516085
customer,514925
youth,514612
evil,514125
animals,513923
anyway,513086
orders,513004
distance,512850
nations,512233
download,511870
friendly,510296
poll,510270
ourselves,509932
finish,509865
starts,509631
height,509378
smaller,509361
complex,508947
advance,508438
hasn't,507774
drink,507662
walking,507494
facing,507447
fiscal,507279
theory,507063
glass,506549
warm,505244
changing,504438
realize,504429
suspect,504119
horse,503894
promise,503892
communities,503286
knowing,502642
king,502142
password,501517
organizations,501021
increasing,500890
bid,500629
turns,500381
island,500363
pieces,499579
driver,499127
attorney,499056
closer,498896
healthy,498893
obvious,498634
ends,497698
totally,497512
teachers,497347
union,497214
everybody,496597
developing,496268
injured,495861
entertainment,495831
restaurant,495759
focused,495728
automatically,495342
claimed,495109
busy,494559
cried,494195
survey,493806
skills,493259
revealed,493231
chair,492739
suppose,492650
smile,491477
relief,490942
ill,490307
videos,490266
powered,489809
liberal,489381
award,489207
pair,489074
slowly,488613
stocks,487997
stupid,487757
sir,487622
hoping,487498
documents,487429
proposal,486647
useful,486264
devices,486152
delivered,486050
loans,485975
declared,485836
lies,485697
cards,485527
represent,485303
excited,485289
pointed,484511
la,484486
birth,484157
winner,484137
capacity,483698
ought,483574
wearing,483538
lie,483485
cents,483451
explained,483314
somewhat,483237
sad,482990
sexual,482567
west,482480
losses,482394
proper,482325
governor,481723
secure,481407
circumstances,480891
guide,480127
alive,480103
vehicles,480069
remaining,480065
album,480043
pleased,479993
relations,479861
injury,479376
supported,479015
task,478994
voting,478797
hardly,478784
identified,478620
studies,478536
boat,478004
remove,477446
fired,477196
worry,476997
apply,476599
teacher,475950
suffered,475857
brings,475646
gift,475542
aside,475134
passing,474716
referrer,474701
reporters,474505
necessarily,474256
skin,474006
limit,472806
associated,472356
happening,472173
smart,471625
unemployment,471364
falling,471152
finance,471055
expensive,470850
deliver,470607
considering,470559
episode,470130
danger,470044
accounts,469508
driven,469077
values,468917
crash,468884
noticed,468701
appeal,468472
quiet,468329
cutting,467446
comics,467428
scale,467308
instance,466054
possibility,465821
plane,465501
allowing,465471
songs,464913
partners,464893
bigger,464634
bus,464072
negative,463734
reporting,463667
treated,463124
conflict,462769
solid,462718
master,462261
liked,462033
shots,461913
accepted,461390
anywhere,461166
moral,460804
animal,460257
refused,460125
thou,460024
affected,459563
stated,459358
beauty,458856
behavior,458726
deals,458012
blame,458000
brief,457727
panel,457499
conduct,457231
league,457206
giant,457047
serving,457025
supporters,456659
waste,456617
merely,456490
accident,455934
fixed,455892
honor,455696
prime,455453
challenges,454892
introduced,454685
labor,454682
exercise,453917
topics,453655
agencies,453586
headed,453472
core,453262
surface,452344
alternative,452315
struggle,452263
professor,451518
weak,451153
bag,451011
x,450850
stands,450819
coffee,450576
bright,449884
forms,449331
leads,448870
d,448686
error,448670
equal,448506
clients,448319
map,448192
guard,447744
begins,447252
ride,446458
w,446413
historical,446270
agent,445500
fly,444777
permission,444751
grown,444677
democracy,443797
positions,443609
engine,443499
warning,443335
shopping,443047
opinions,442689
powers,442491
eating,442470
lawyer,442015
maintain,441972
decline,441270
promised,440464
authors,439913
occurred,439649
taste,439452
wear,438939
vision,438252
village,437839
estimated,437668
declined,437397
command,436818
crew,436668
submit,436303
infrastructure,436256
feels,436220
clothes,435812
contained,435789
fix,435042
environmental,435006
guarantee,434934
honest,434733
soft,434683
appropriate,434040
east,433890
crazy,433642
dry,433409
afford,433144
guest,433105
library,433072
films,432859
square,432787
warned,432431
largely,432243
models,431685
shape,431263
rare,431239
deficit,431075
tool,431041
importance,431006
male,430921
park,430906
shared,430747
object,430525
carrying,430230
attend,429863
angry,429655
favor,429552
admitted,429463
flat,429218
privacy,429157
pleasure,428790
let's,428355
somewhere,428152
native,428113
immediate,426631
fat,426355
raising,426290
realized,426229
suit,425954
unable,425495
dress,425472
stick,425232
plants,425222
wins,424920
sought,424756
dogs,424699
located,424551
suffering,424440
dozen,424276
et,424270
politicians,424219
fifth,424186
bodies,423966
contest,423796
reduced,423259
types,423171
resolution,423113
pub,422928
cheap,422490
moments,422216
delivery,422150
extended,421882
materials,421596
manage,421136
institutions,420916
alleged,420838
long-term,419697
mortgage,419416
tea,419025
initial,418999
dance,417729
scientists,417491
regional,417319
pounds,417069
thy,417055
stimulus,417026
ex,416779
ban,416675
reference,416567
featured,416565
broad,416507
determine,416436
announcement,416390
cup,416003
facility,415894
kid,415845
sending,415553
structure,415475
combined,415335
handle,415166
vast,414972
assistance,414919
regard,414873
doctors,414517
wing,414206
default,413989
expert,413285
latter,412785
improved,412757
jump,412602
silence,412301
providers,411871
terrible,411754
today's,411326
papers,411161
fail,411128
testing,411023
threshold,410742
artist,410258
delayed,410163
category,409982
tired,409720
empty,409697
volume,409670
mistake,409558
sentence,409550
delay,409521
they've,409512
optional,409473
rescue,409443
approval,409325
admit,409232
broadcast,408773
retail,408514
belief,408249
drawn,408114
kick,407808
faced,407532
formed,407276
upcoming,407189
expectations,406657
pushed,406615
expression,406400
coast,406092
drew,405833
protest,405090
supporting,405047
teaching,404714
disaster,404542
kitchen,404180
fairly,403717
answers,403711
armed,403710
addresses,403157
governments,402768
buildings,402721
terror,402689
acting,402544
experienced,402332
risks,401939
jail,401855
arrest,401659
linked,401351
southern,401209
basketball,401112
follows,401081
continuing,401030
apart,401019
estimates,400999
laugh,400853
journey,400739
